artist_name,artist_id,album_id,album_type,album_images,album_release_date,album_release_year,album_release_date_precision,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_id,analysis_url,time_signature,artists,available_markets,disc_number,duration_ms,explicit,track_href,is_local,track_name,track_preview_url,track_number,type,track_uri,external_urls.spotify,album_name,key_name,mode_name,key_mode
Raul Seixas,7jrRQZg4FZq6dwpi3baKcu,5kNLUcqTc0xXbz6ny1nj2a,album,,2017-06-23,2017,day,0.308,0.919,11,-13.628,1,0.132,0.0962,9.84e-4,0.964,0.397,165.168,7KvqWwj5SehrzDNvArKgta,https://api.spotify.com/v1/audio-analysis/7KvqWwj5SehrzDNvArKgta,4,,,1,255240,FALSE,https://api.spotify.com/v1/tracks/7KvqWwj5SehrzDNvArKgta,FALSE,Rock do Diabo - Ao Vivo,https://p.scdn.co/mp3-preview/1fe02c65db6fe6f6429c2a1314f05e46b4102430?cid=ecd4d418ef7046e8988ab3e6ab34b6a6,1,track,spotify:track:7KvqWwj5SehrzDNvArKgta,https://open.spotify.com/track/7KvqWwj5SehrzDNvArKgta,"As Melhores do Maluco Beleza, Vol. 2 (Ao Vivo)",B,major,B major
Raul Seixas,7jrRQZg4FZq6dwpi3baKcu,5kNLUcqTc0xXbz6ny1nj2a,album,,2017-06-23,2017,day,0.38,0.813,8,-8.079,1,0.0933,0.738,0.0437,0.328,0.767,91.46,4E2LoCZsTQhe9WTF8An7g0,https://api.spotify.com/v1/audio-analysis/4E2LoCZsTQhe9WTF8An7g0,4,,,1,180893,FALSE,https://api.spotify.com/v1/tracks/4E2LoCZsTQhe9WTF8An7g0,FALSE,"Let Me Sing, Let Me Sing - Ao Vivo",https://p.scdn.co/mp3-preview/2f1c84e3bbbaef034b849ac5d1cba90346d48b0d?cid=ecd4d418ef7046e8988ab3e6ab34b6a6,2,track,spotify:track:4E2LoCZsTQhe9WTF8An7g0,https://open.spotify.com/track/4E2LoCZsTQhe9WTF8An7g0,"As Melhores do Maluco Beleza, Vol. 2 (Ao Vivo)",G#,major,G# major
Raul Seixas,7jrRQZg4FZq6dwpi3baKcu,5kNLUcqTc0xXbz6ny1nj2a,album,,2017-06-23,2017,day,0.52,0.503,0,-9.324,1,0.0432,0.126,8.53e-6,0.417,0.342,95.311,1xh5cdV6xALYjA0UdUi8WE,https://api.spotify.com/v1/audio-analysis/1xh5cdV6xALYjA0UdUi8WE,4,,,1,185320,FALSE,https://api.spotify.com/v1/tracks/1xh5cdV6xALYjA0UdUi8WE,FALSE,Maluco Beleza - Ao Vivo,https://p.scdn.co/mp3-preview/1b712f4534324b99bff8849b92a33ba691165ece?cid=ecd4d418ef7046e8988ab3e6ab34b6a6,3,track,spotify:track:1xh5cdV6xALYjA0UdUi8WE,https://open.spotify.com/track/1xh5cdV6xALYjA0UdUi8WE,"As Melhores do Maluco Beleza, Vol. 2 (Ao Vivo)",C,major,C major
Raul Seixas,7jrRQZg4FZq6dwpi3baKcu,5kNLUcqTc0xXbz6ny1nj2a,album,,2017-06-23,2017,day,0.39,0.864,0,-12.482,1,0.481,0.606,1.64e-6,0.594,0.43,166.61,6qQ18V0RZvdCAnKO4UGFSF,https://api.spotify.com/v1/audio-analysis/6qQ18V0RZvdCAnKO4UGFSF,4,,,1,290160,FALSE,https://api.spotify.com/v1/tracks/6qQ18V0RZvdCAnKO4UGFSF,FALSE,"Rock das ""Aranha"" - Ao Vivo",https://p.scdn.co/mp3-preview/cd3c31913bbf1b00a26091a264dfac79877fe5af?cid=ecd4d418ef7046e8988ab3e6ab34b6a6,4,track,spotify:track:6qQ18V0RZvdCAnKO4UGFSF,https://open.spotify.com/track/6qQ18V0RZvdCAnKO4UGFSF,"As Melhores do Maluco Beleza, Vol. 2 (Ao Vivo)",C,major,C major
Raul Seixas,7jrRQZg4FZq6dwpi3baKcu,5kNLUcqTc0xXbz6ny1nj2a,album,,2017-06-23,2017,day,0.443,0.679,5,-7.131,0,0.202,0.857,3.39e-4,0.813,0.468,96.485,4tTE4QYjhyzuQ4OqqxeJhp,https://api.spotify.com/v1/audio-analysis/4tTE4QYjhyzuQ4OqqxeJhp,5,,,1,261786,FALSE,https://api.spotify.com/v1/tracks/4tTE4QYjhyzuQ4OqqxeJhp,FALSE,As Aventuras de Raul Seixas na Cidade de Thor - Ao Vivo,https://p.scdn.co/mp3-preview/b985b52f69ffe8f31a5d745f9fa9a1e320b27549?cid=ecd4d418ef7046e8988ab3e6ab34b6a6,5,track,spotify:track:4tTE4QYjhyzuQ4OqqxeJhp,https://open.spotify.com/track/4tTE4QYjhyzuQ4OqqxeJhp,"As Melhores do Maluco Beleza, Vol. 2 (Ao Vivo)",F,minor,F minor
Raul Seixas,7jrRQZg4FZq6dwpi3baKcu,5kNLUcqTc0xXbz6ny1nj2a,album,,2017-06-23,2017,day,0.463,0.561,9,-12.389,0,0.0532,0.434,1.03e-5,0.289,0.932,145.23,6fMMbj6WJTM4tvWWMzIxsU,https://api.spotify.com/v1/audio-analysis/6fMMbj6WJTM4tvWWMzIxsU,4,,,1,243720,FALSE,https://api.spotify.com/v1/tracks/6fMMbj6WJTM4tvWWMzIxsU,FALSE,Como Vovó Já Dizia - Ao Vivo,https://p.scdn.co/mp3-preview/ca197d74b2fbeea9c2c193e54ad42e0bd5ed0fb9?cid=ecd4d418ef7046e8988ab3e6ab34b6a6,6,track,spotify:track:6fMMbj6WJTM4tvWWMzIxsU,https://open.spotify.com/track/6fMMbj6WJTM4tvWWMzIxsU,"As Melhores do Maluco Beleza, Vol. 2 (Ao Vivo)",A,minor,A minor
Raul Seixas,7jrRQZg4FZq6dwpi3baKcu,5kNLUcqTc0xXbz6ny1nj2a,album,,2017-06-23,2017,day,0.381,0.599,2,-10.728,1,0.11,0.864,0,0.647,0.613,121.472,1oUNBesOOJBb4TuTkTFHgG,https://api.spotify.com/v1/audio-analysis/1oUNBesOOJBb4TuTkTFHgG,4,,,1,293760,FALSE,https://api.spotify.com/v1/tracks/1oUNBesOOJBb4TuTkTFHgG,FALSE,Metamorfose Ambulante - Ao Vivo,https://p.scdn.co/mp3-preview/52e4c205341fc24ce92a81b5d18c3d714d6a518d?cid=ecd4d418ef7046e8988ab3e6ab34b6a6,7,track,spotify:track:1oUNBesOOJBb4TuTkTFHgG,https://open.spotify.com/track/1oUNBesOOJBb4TuTkTFHgG,"As Melhores do Maluco Beleza, Vol. 2 (Ao Vivo)",D,major,D major
Raul Seixas,7jrRQZg4FZq6dwpi3baKcu,5kNLUcqTc0xXbz6ny1nj2a,album,,2017-06-23,2017,day,0.5,0.754,10,-7.256,0,0.104,0.759,2.87e-4,0.231,0.701,117.576,2TYzUu7uvCOorIZll59Nrk,https://api.spotify.com/v1/audio-analysis/2TYzUu7uvCOorIZll59Nrk,4,,,1,222733,FALSE,https://api.spotify.com/v1/tracks/2TYzUu7uvCOorIZll59Nrk,FALSE,Ouro de Tolo - Ao Vivo,https://p.scdn.co/mp3-preview/838bd64a9c3e35d8d4f9d47613598d656aa6dc36?cid=ecd4d418ef7046e8988ab3e6ab34b6a6,8,track,spotify:track:2TYzUu7uvCOorIZll59Nrk,https://open.spotify.com/track/2TYzUu7uvCOorIZll59Nrk,"As Melhores do Maluco Beleza, Vol. 2 (Ao Vivo)",A#,minor,A# minor
Raul Seixas,7jrRQZg4FZq6dwpi3baKcu,5kNLUcqTc0xXbz6ny1nj2a,album,,2017-06-23,2017,day,0.58,0.315,7,-11.691,1,0.0313,0.48,2.86e-5,0.356,0.287,80.813,43lvA76px1ocsxQ3te4PZh,https://api.spotify.com/v1/audio-analysis/43lvA76px1ocsxQ3te4PZh,3,,,1,213616,FALSE,https://api.spotify.com/v1/tracks/43lvA76px1ocsxQ3te4PZh,FALSE,Segredo da Luz - Ao Vivo,https://p.scdn.co/mp3-preview/fee1fb8835ce8f2f5a3330e2742e1b82314f36a4?cid=ecd4d418ef7046e8988ab3e6ab34b6a6,9,track,spotify:track:43lvA76px1ocsxQ3te4PZh,https://open.spotify.com/track/43lvA76px1ocsxQ3te4PZh,"As Melhores do Maluco Beleza, Vol. 2 (Ao Vivo)",G,major,G major
Raul Seixas,7jrRQZg4FZq6dwpi3baKcu,5kNLUcqTc0xXbz6ny1nj2a,album,,2017-06-23,2017,day,0.612,0.8,0,-12.375,1,0.139,0.132,1.35e-5,0.181,0.868,168.509,3SVotLUUC2j07Gj3cPii75,https://api.spotify.com/v1/audio-analysis/3SVotLUUC2j07Gj3cPii75,4,,,1,108170,FALSE,https://api.spotify.com/v1/tracks/3SVotLUUC2j07Gj3cPii75,FALSE,Slippin' and Slidin' (Não Fosse o Cabral) [Ao Vivo],https://p.scdn.co/mp3-preview/f1c0840d4361f11c2b948bf32c347042dcf927ec?cid=ecd4d418ef7046e8988ab3e6ab34b6a6,10,track,spotify:track:3SVotLUUC2j07Gj3cPii75,https://open.spotify.com/track/3SVotLUUC2j07Gj3cPii75,"As Melhores do Maluco Beleza, Vol. 2 (Ao Vivo)",C,major,C major
